39,E,4,http://img.echosting.cafe24.com/design/common/ico_attendOff.png,F,"","",T,F,,,T,http://img.echosting.cafe24.com/design/common/ico_attendOff.png
42,A,16,http://img.cafe24.com/images/ec_admin/btn/icon_q_green.gif,F,"","",F,T,14,15,T,
43,A,17,http://img.cafe24.com/images/ec_admin/addservice/npoint/bi_02.gif,F,"","",F,T,86,10,T,
44,A,18,http://img.cafe24.com/images/ec_admin/addservice/npoint/bi_01.gif,F,"","",F,T,58,10,T,
1,A,1,http://img.echosting.cafe24.com/design/common/icon_card.gif,F,"","",F,T,11,11,T,http://img.echosting.cafe24.com/design/common/icon_card.gif
2,A,2,http://img.echosting.cafe24.com/design/common/icon_cash.gif,F,"","",F,T,11,11,T,http://img.echosting.cafe24.com/design/common/icon_cash.gif
3,B,1,http://img.echosting.cafe24.com/design/common/bul_06_back.gif,F,"","",F,T,3,6,T,http://img.echosting.cafe24.com/design/common/bul_06_back.gif
4,B,2,http://img.echosting.cafe24.com/design/common/bul_06_pre.gif,F,"","",F,T,3,6,T,http://img.echosting.cafe24.com/design/common/bul_06_pre.gif
5,A,3,http://img.echosting.cafe24.com/design/common/icon_sellout.gif,F,"","",F,T,23,11,T,http://img.echosting.cafe24.com/design/common/icon_sellout.gif
6,A,4,http://img.echosting.cafe24.com/design/common/icon_new_p.gif,F,"","",F,T,,,T,http://img.echosting.cafe24.com/design/common/icon_new_p.gif
7,A,5,http://img.echosting.cafe24.com/design/common/icon_rec.gif,F,"","",F,T,,,T,http://img.echosting.cafe24.com/design/common/icon_rec.gif
8,C,1,http://img.echosting.cafe24.com/design/common/card_sa.gif,F,"","",F,T,,,T,http://img.echosting.cafe24.com/design/common/card_sa.gif
9,C,2,http://img.echosting.cafe24.com/design/common/card_ku.gif,F,"","",F,T,,,T,http://img.echosting.cafe24.com/design/common/card_ku.gif
10,C,3,http://img.echosting.cafe24.com/design/common/card_fo.gif,F,"","",F,T,,,T,http://img.echosting.cafe24.com/design/common/card_fo.gif
11,C,4,http://img.echosting.cafe24.com/design/common/card_sh.gif,F,"","",F,T,,,T,http://img.echosting.cafe24.com/design/common/card_sh.gif
14,A,6,http://img.echosting.cafe24.com/design/common/star_on.gif,F,"","",F,T,14,9,T,http://img.echosting.cafe24.com/design/common/star_on.gif
15,A,7,http://img.echosting.cafe24.com/design/common/star_off.gif,F,"","",F,T,14,9,T,http://img.echosting.cafe24.com/design/common/star_off.gif
16,A,8,http://img.echosting.cafe24.com/design/common/btn_prd_zoom.gif,F,"","",F,T,12,12,T,http://img.echosting.cafe24.com/design/common/btn_prd_zoom.gif
17,B,3,http://img0001.echosting.cafe24.com/front/type_b/image/common/icon_hit.gif,F,"","",F,T,,,T,http://img0001.echosting.cafe24.com/front/type_b/image/common/icon_hit.gif
18,B,4,http://img0001.echosting.cafe24.com/front/type_b/image/common/icon_new.gif,F,"","",F,T,,,T,http://img0001.echosting.cafe24.com/front/type_b/image/common/icon_new.gif
40,F,1,/web/upload/logo/029fa20bee8e30ffd9a69da8ebfae156,F,"",상단 로고,T,F,,,T,http://img.echosting.cafe24.com/design/skin/mono/h1_logo.gif
